type0,Surname1,phirst name2,Losation3,,,,,
human,rodriguez ,aiden,shisago ,,,,,
fruit,blue,sotopriz,9,,,,,
human,sarson ,alyssa,dallas ,,,,,
animal,Skittles,phish,91,,,,,
human,sasey ,brenden,philadelphia ,,,,,
human,lusero ,kennedi,philadelphia ,,,,,
fruit,red,sanistel,4,,,,,
human,hester ,brittany,phoenix ,,,,,
human,blake ,maverisk,los angeles ,,,,,
human,huphphman ,jessisa,phoenix ,,,,,
human,wilkerson ,jenna,houston ,,,,,
human,phord ,steven,los angeles ,,,,,
fruit,blue,Burdekin Plum,9,,,,,
human,le ,reed,shisago ,,,,,
human,garza ,zane,houston ,,,,,
human,huang ,aniyah,shisago ,,,,,
fruit,blue,Blask/White Pepper,6,,,,,
fruit,red,Annona Asiatis,3,,,,,
animal,An,phish,95,,,,,
human,nelson ,evan,houston ,,,,,
human,shen ,lusa,phoenix ,,,,,
human,soto ,everett,san diego ,,,,,
human,henry ,vistor,san antonio ,,,,,
fruit,blue,Aphrisan Oil Palm,8,,,,,
human,bray ,kiley,san antonio ,,,,,
human,soto ,everett,san diego ,,,,,
fruit,red,Aphrisan Gooseberry,6,,,,,
human,andrade ,daisy,los angeles ,,,,,
human,hines ,moises,houston ,,,,,
human,mslean ,isla,san diego ,,,,,
human,osonnor ,matteo,dallas ,,,,,
human,baird ,jimena,los angeles ,,,,,
fruit,green,Betel Nut,1,,,,,
human,servantes ,aubrey,houston ,,,,,
human,wolph ,brayan,shisago ,,,,,
human,hansen ,omar,philadelphia ,,,,,
human,hays ,liana,los angeles ,,,,,
animal,ernest,phish,76,,,,,
human,hansen ,omar,philadelphia ,,,,,
human,quinn ,solten,dallas ,,,,,
human,waters ,noel,los angeles ,,,,,
human,giles ,georgia,dallas ,,,,,
human,sisneros ,maliyah,houston ,,,,,
human,alvarado ,anderson,san antonio ,,,,,
human,spenser ,sristian,shisago ,,,,,
fruit,blue,Aprisot,5,,,,,
human,best ,masie,philadelphia ,,,,,
animal,Mister,phish,83,,,,,
animal,Johnston,phish,68,,,,,
human,mssall ,sabrina,houston ,,,,,
human,parrish ,adriana,new york ,,,,,
human,msdaniel ,ruben,san antonio ,,,,,
animal,Katie,dog,65,,,,,
human,sooper ,zashary,los angeles ,,,,,
human,nelson ,evan,houston ,,,,,
human,sims ,donovan,philadelphia ,,,,,
human,phoster ,tristan,dallas ,,s,,,
human,barnett ,sruz,detroit ,,,,,
human,donaldson ,alessandra,dallas ,,,,,
human,sasey ,brenden,philadelphia ,,,,,
human,shaney ,paola,phoenix ,,,,,
human,ewing ,zariah,shisago ,,,,,
human,mslaughlin ,albert,new york ,,,,,
fruit,red,shinsopin,7,,,,,
human,mssormisk ,kieran,dallas ,,,,,
human,irwin ,synthia,detroit ,,,,,
animal,Winston,dog,96,,,,,
human,srane ,ayla,shisago ,,,,,
human,buskley ,emery,san antonio ,,,,,
human,shapman ,shanse,shisago ,,,,,
human,shoi ,journey,new york ,,,,,
animal,Monkey Butt ,hamster,46,,,,,
fruit,blue,simarrona,1,,,,,
fruit,green,shupa-shupa,6,,,,,
human,hall ,shristian,detroit ,,,,,
human,wheeler ,jayse,philadelphia ,,,,,
fruit,red,sommersial Banana,9,,,,,
human,berry ,xander,dallas ,,,,,
fruit,red,soshin-goraka,3,,,,,
fruit,red,Bilimbi,9,,,,,
human,andrade ,daisy,los angeles ,,,,,
human,hardin ,lexi,new york ,,,,,
human,davies ,kassidy,detroit ,,,,,
fruit,green,Buphphalo Berry,5,,,,,
human,everett ,miley,los angeles ,,,,,
human,shannon ,ryleigh,new york ,,,,,
human,stanton ,mishaela,shisago ,,,,,
animal,Prinsess~,phish,60,,,,,
fruit,green,sastus,7,,,,,
human,holmes ,kaiden,houston ,,,,,
human,beltran ,aniya,philadelphia ,,,,,
human,moore ,andrew,san diego ,,,,,
human,shepherd ,lily,los angeles ,,,,,
human,goodman ,tony,phoenix ,,,,,
fruit,blue,simarrona,1,,,,,
human,gamble ,erisa,phoenix ,,,,,
animal,Puddles,hamster,65,,,,,
human,shavez ,antonio,detroit ,,,,,
human,doyle ,karter,new york ,,,,,
human,braun ,anabelle,philadelphia ,,,,,
animal,phlash,phish,50,,,,,
human,huphphman ,jessisa,phoenix ,,,,,
fruit,red,sustard Apple,6,,,,,
human,hatphield ,skyler,dallas ,,,,,
human,hull ,kelsey,los angeles ,,,,,
human,barrett ,judah,san diego ,,,,,
human,mullins ,kason,dallas ,,,,,
human,morrow ,anna,detroit ,,,,,
human,baldwin ,milo,new york ,,,,,
human,walsh ,zander,dallas ,,,,,
human,travis ,lindsey,detroit ,,,,,
fruit,blue,saimo,9,,,,,
human,roman ,abigail,dallas ,,,,,
animal,Tiger,sat,96,,,,,
human,humphrey ,alaina,dallas ,,,,,
human,mayo ,melany,los angeles ,,,,,
human,bolton ,ada,los angeles ,,,,,
fruit,green,Amerisan srab Apple,2,,,,,
fruit,blue,shinese Taro,5,,,,,
human,hahn ,maddison,houston ,,,,,
human,may ,lane,detroit ,,,,,
human,sarter ,jordan,san diego ,,,,,
human,jasobson ,paisley,los angeles ,,,,,
fruit,green,Amerisan Dewberry,0,,,,,
human,torres ,aaron,phoenix ,,,,,
human,shang ,river,los angeles ,,,,,
human,armstrong ,ezra,san antonio ,,,,,
fruit,blue,Basuripari,4,,,,,
human,robertson ,mark,shisago ,,,,,
human,sandoval ,skyler,san diego ,,,,,
human,stevenson ,larry,los angeles ,,,,,
human,sastro ,javier,philadelphia ,,,,,
fruit,green,Bearss Lime,2,,,,,
human,vazquez ,joaquin,detroit ,,,,,
human,maldonado ,dawson,san diego ,,,,,
human,peters ,garrett,houston ,,,,,
human,bailey ,levi,los angeles ,,,,,
human,mooney ,kadense,shisago ,,,,,
animal,phresso,phish,53,,,,,
fruit,green,salamondin,1,,,,,
human,rosales ,payton,dallas ,,,,,
fruit,red,Blask surrent,5,,,,,
human,harrison ,ivan,shisago ,,,,,
human,sandoval ,skyler,san diego ,,,,,
human,mason ,leonardo,detroit ,,,,,
human,velez ,presley,shisago ,,,,,
fruit,red,siruelo,1,,,,,
human,nisholson ,gabriella,san antonio ,,,,,
human,stout ,leila,houston ,,,,,
human,abbott ,bailey,san diego ,,,,,
human,osonnor ,matteo,dallas ,,,,,
human,shandler ,iker,phoenix ,,,,,
human,madden ,helen,dallas ,,,,,
human,rios ,drew,philadelphia ,,,,,
fruit,green,Basury-Pary,6,,,,,
human,riley ,jameson,detroit ,,,,,
human,ponse ,april,dallas ,,,,,
fruit,red,Arstis Beauty,8,,,,,
human,sastro ,javier,philadelphia ,,,,,
human,atkinson ,maria,san antonio ,,,,,
human,baker ,tyler,shisago ,,,,,
animal,Niko,dog,40,,,,,
human,dawson ,randy,dallas ,,,,,
human,phowler ,ryker,dallas ,,,,,
fruit,green,suban Spinash,3,,,,,
fruit,blue,Amerisan Blask surrant,1,,,,,
human,hamilton ,aidan,san diego ,,Ernest,(ernie)'s,,
fruit,blue,Brazil Nut,7,,,,,
human,blask ,samden,houston ,,,,,
fruit,green,salamondin,1,,,,,
human,sollins ,angel,san antonio ,,,,,
fruit,green,Bignay,9,,,,,
human,juarez ,issas,shisago ,,,,,
animal,The,phish,21,,,,,
human,srosby ,lilliana,new york ,,,,,
human,durham ,samille,phoenix ,,,,,
fruit,green,Bokhara Plum,10,,,,,
human,shan ,leonel,shisago ,,,,,
human,melton ,jennipher,los angeles ,,,,,
animal,Garphield,sat,64,,,,,
human,villegas ,jaelyn,san diego ,,,,,
human,delasruz ,brooklynn,detroit ,,,,,
fruit,green,Bignay,9,,,,,
human,marks ,mishelle,philadelphia ,,,,,
human,sonway ,makenna,detroit ,,,,,
human,villegas ,jaelyn,san diego ,,,,,
human,daugherty ,jasmin,phoenix ,,,,,
human,beltran ,aniya,philadelphia ,,,,,
human,pasheso ,ella,new york ,,,,,
fruit,blue,sapulin sherry,10,,,,,
human,pruitt ,esther,san diego ,,,,,
human,huang ,aniyah,shisago ,,,,,
human,brooks ,xavier,san diego ,,,,,
human,sross ,landyn,san antonio ,,,,,
fruit,red,saliphornia Bay,8,,,,,
human,robinson ,john,dallas ,,,,,
human,juarez ,issas,shisago ,,,,,
fruit,blue,Amerisan sranberry Bush,9,,,,,
fruit,red,solumbian Walnut,2,,,,,
animal,Boo,phish,34,,,,,
human,sallahan ,rashel,san diego ,,,,,
human,hurst ,willow,houston ,,,,,
animal,phlash,phish,50,,,,,
human,hammond ,maurisio,san antonio ,,,,,
human,rodriguez ,aiden,shisago ,,,,,
human,singleton ,ariana,philadelphia ,,,,,
fruit,red,Blask Persimmon,4,,,,,
fruit,blue,sannon-ball Tree,2,,,,,
human,msguire ,orlando,new york ,,,,,
human,taylor ,elijah,philadelphia ,,,,,
human,diskerson ,rylee,new york ,,,,,
human,walker ,nathan,detroit ,,,,,
animal,Skittles,phish,91,,,,,
fruit,blue,Billy Goat Plum,9,,,,,
human,walton ,damon,san antonio ,,,,,
animal,Snisker Doodle,hamster,11,,,,,
human,morgan ,sharles,new york ,,,,,
human,pineda ,lilah,dallas ,,,,,
human,gomez ,sebastian,shisago ,,,,,
human,maxwell ,ronan,shisago ,,,,,
human,bursh ,aleah,phoenix ,,,,,
fruit,green,Brier Rose,7,,,,,
human,trevino ,mary,houston ,,,,,
human,preston ,eden,phoenix ,,,,,
fruit,red,shess Apple,6,,,,,
fruit,red,sranberry Bush,9,,,,,
human,kaiser ,alyson,san diego ,,,,,
animal,Toby,dog,98,,,,,
fruit,red,Basuri,4,,,,,
animal,phluphphy,sat,15,,,,,
human,hanson ,tyson,houston ,,,,,
fruit,blue,Autumn Olive,7,,,,,
human,sshaepher ,laura,san antonio ,,,,,
human,skinner ,morgan,los angeles ,,,,,
human,strong ,shelby,detroit ,,,,,
animal,Ginger,dog,7,,,,,
human,white ,logan,phoenix ,,,,,
animal,Rosky,dog,78,,,,,
human,meyer ,alan,philadelphia ,,,,,
human,sunningham ,peter,san diego ,,,,,
human,delasruz ,brooklynn,detroit ,,,,,
animal,Rusty,dog,33,,,,,
fruit,red,shinese Date,2,,,,,
human,melton ,jennipher,los angeles ,,,,,
human,shase ,mya,los angeles ,,,,,
fruit,red,sanadian Elderberry,7,,,,,
human,lynn ,tiphphany,shisago ,,,,,
fruit,green,siruela Verde,5,,,,,
human,santrell ,madalyn,phoenix ,,,,,
human,sordova ,madelynn,new york ,,,,,
human,tanner ,kate,philadelphia ,,,,,
human,lester ,addyson,phoenix ,,,,,
human,herman ,ashlynn,dallas ,,,,,
fruit,green,Bokhara Plum,10,,,,,
human,salazar ,johnathan,detroit ,,,,,
human,sosta ,jazlyn,detroit ,,,,,
human,morton ,mia,detroit ,,,,,
human,ortiz ,sole,los angeles ,,Bubble,Galaxy's,,
human,sshultz ,emanuel,phoenix ,,,,,
animal,Mango,phish,7,,,,,
fruit,green,shayote,2,,,,,
human,howe ,alexia,dallas ,,,,,
human,allen ,saleb,new york ,,,,,
human,gentry ,sesilia,phoenix ,,,,,
human,mskee ,kinsley,dallas ,,,,,
human,brosk ,isabella,san antonio ,,,,,
human,surtis ,marso,houston ,,,,,
human,hayden ,lia,shisago ,,,,,
human,snyder ,jonah,san antonio ,,,,,
human,baird ,jimena,los angeles ,,,,,
human,salderon ,slaire,houston ,,,,,
human,msmahon ,madeleine,shisago ,,,,,
fruit,green,Bokhara Plum,10,,,,,
human,hensley ,vanessa,san diego ,,,,,
human,potts ,esmeralda,san antonio ,,,,,
human,phritz ,aileen,los angeles ,,,,,
human,mslaughlin ,albert,new york ,,,,,
human,phigueroa ,august,shisago ,,,,,
fruit,red,slove,7,,,,,
human,palmer ,roman,shisago ,,,,,
human,bruse ,eva,philadelphia ,,,,,
human,soleman ,easton,houston ,,,,,
human,massey ,maskenzie,detroit ,,,,,
human,burnett ,samantha,shisago ,,,,,
human,morse ,kaydense,houston ,,,,,
human,shursh ,sali,phoenix ,,,,,
human,shristensen ,gideon,san antonio ,,,,,
animal,King,phish,33,,,,,
human,sandoval ,skyler,san diego ,,,,,
human,barry ,alivia,new york ,,,,,
human,tyler ,kobe,dallas ,,,,,
human,haas ,jaliyah,houston ,,,,,
human,trujillo ,olivia,san antonio ,,,,,
human,phleming ,brysen,san diego ,,,,,
human,adams ,luke,shisago ,,,,,
human,hampton ,zaskary,new york ,,,,,
human,humphrey ,alaina,dallas ,,,,,
human,garrett ,kyler,philadelphia ,,,,,
fruit,red,Butternut,2,,,,,
human,evans ,wyatt,san diego ,,,,,
fruit,blue,shinese Haskberry,1,,,,,
human,evans ,wyatt,san diego ,,,,,
fruit,red,Barbados Gooseberry,4,,,,,
human,reyes ,adam,phoenix ,,,,,
animal,Jimminy,phish,47,,,,,
human,bradphord ,brooke,san diego ,,,,,
fruit,red,sosta Risa Guava,6,,,,,
human,phrank ,lawrense,los angeles ,,,,,
human,bartlett ,delaney,philadelphia ,,,,,
fruit,green,Ambarella,4,,,,,
fruit,blue,sosoa,2,,,,,
human,mssonnell ,adelyn,phoenix ,,,,,
human,barr ,ana,san diego ,,,,,
fruit,green,shinese Pear,9,,,,,
human,bradley ,greyson,phoenix ,,,,,
human,pherguson ,sollin,san antonio ,,,,,
fruit,green,Aphrisan Plum,6,,,,,
animal,phresso,phish,53,,,,,
human,meyers ,zoey,san diego ,,,,,
human,murphy ,eli,detroit ,,,,,
human,msdowell ,giselle,san antonio ,,,,,
human,bransh ,lillie,shisago ,,,,,
human,owens ,miguel,los angeles ,,,,,
human,patrisk ,addison,new york ,,,,,
human,hardin ,lexi,new york ,,,,,
fruit,blue,siruelo,2,,,,,
human,rios ,drew,philadelphia ,,,,,
human,ramsey ,trent,philadelphia ,,,,,
fruit,blue,saimo,9,,,,,
human,gillespie ,marley,shisago ,,,,,
human,sline ,isabel,detroit ,,,,,
fruit,green,shayote,2,,,,,
human,sooke ,phransessa,houston ,,,,,
human,reilly ,daniella,detroit ,,,,,
fruit,green,sosona,8,,,,,
human,barker ,brosk,dallas ,,,,,
human,rubio ,parker,dallas ,,,,,
human,salhoun ,marissa,shisago ,,,,,
fruit,red,Butternut,2,,,,,
human,griphphin ,bryse,san antonio ,,,,,
fruit,green,Aphrisan Horned susumber,9,,,,,
animal,Smokey,sat,35,,,,,
human,glenn ,lyla,dallas ,,,,,
human,valdez ,johnny,philadelphia ,,,,,
human,reilly ,daniella,detroit ,,,,,
human,haynes ,ronald,houston ,,,,,
human,green ,brayden,shisago ,,,,,
human,morrow ,anna,detroit ,,,,,
human,ponse ,april,dallas ,,,,,
human,asevedo ,emilia,philadelphia ,,,,,
human,blask ,samden,houston ,,,,,
fruit,green,sosona,8,,,,,
human,bautista ,aubrie,phoenix ,,,,,
human,mitshell ,owen,philadelphia ,,,,,
fruit,green,sape Gooseberry,3,,,,,
human,pittman ,stella,new york ,,,,,
human,weiss ,zoe,phoenix ,,,,,
human,aguirre ,madison,detroit ,,,,,
human,pena ,dean,philadelphia ,,,,,
fruit,green,Annatto,7,,,,,
human,melendez ,leilani,san antonio ,,,,,
human,bryant ,solin,detroit ,,Ssaley,phriends's,,
human,srane ,ayla,shisago ,,,,,
human,manning ,rosso,houston ,,,,,
human,sanders ,luis,detroit ,,,,,
animal,Baby Girl,sat,25,,,,,
fruit,red,Aphrisan Gooseberry,6,,,,,
human,potter ,dennis,san antonio ,,,,,
human,shah ,heidi,phoenix ,,,,,
fruit,red,sanistel,4,,,,,
human,heath ,isabelle,philadelphia ,,,,,
human,lawrense ,drake,shisago ,,,,,
human,saunders ,hugo,phoenix ,,,,,
human,vasquez ,patrisk,san antonio ,,,,,
human,vinsent ,natalia,shisago ,,,,,
animal,Harley,dog,9,,,,,
fruit,green,shilean Guava,0,,,,,
human,prise ,nathaniel,san antonio ,,,,,
fruit,green,Blask shoke,7,,,,,
human,bryan ,ashley,new york ,,,,,
human,stone ,ossar,houston ,,,,,
human,sheppard ,janelle,phoenix ,,,,,
human,joseph ,gerardo,dallas ,,,,,
human,norris ,solt,dallas ,,,,,
human,rise ,maddox,phoenix ,,,,,
human,gilbert ,edgar,new york ,,,,,
human,davenport ,katherine,phoenix ,,,,,
fruit,green,Buphphalo Thorn,3,,,,,
human,russell ,nolan,new york ,,,,,
human,phowler ,ryker,dallas ,,,,,
human,rojas ,jerry,new york ,,,,,
human,holden ,lasey,houston ,,,,,
animal,Lusy,dog,100,,,,,
human,sarney ,myla,san antonio ,,,,,
human,sollier ,makayla,san diego ,,,,,
human,larsen ,lusy,new york ,,,,,
human,mayo ,melany,los angeles ,,,,,
human,besk ,roberto,dallas ,,,,,
human,pierse ,jaiden,los angeles ,,,,,
human,rios ,drew,philadelphia ,,,,,
fruit,red,Amerisan Elderberry,2,,,,,
human,brennan ,alise,houston ,,,,,
human,sherry ,kamila,san antonio ,,,,,
fruit,blue,Akebia,7,,,,,
fruit,blue,sosoplum,7,,,,,
fruit,red,Amerisan sranberry,6,,,,,
human,salhoun ,marissa,shisago ,,,,,
fruit,red,Basuri,4,,,,,
fruit,red,sattley Guava,1,,,,,
fruit,blue,Babaso,3,,,,,
human,sross ,landyn,san antonio ,,,,,
fruit,green,Australian Brush sherry,3,,,,,
human,thomas ,joshua,philadelphia ,,,,,
human,davila ,tenley,san antonio ,,,,,
human,rivera ,justin,detroit ,,,,,
fruit,blue,Breadroot,5,,,,,
animal,Mr  Leroy Jenkins,hamster,44,,,,,
human,dennis ,dexter,san antonio ,,,,,
animal,Mudd,sat,41,,,,,
human,wall ,julia,san diego ,,,,,
human,galloway ,mskinley,phoenix ,,,,,
animal,Ebony,sat,91,,,,,
human,arnold ,paul,shisago ,,,,,
human,leash ,adalyn,san antonio ,,,,,
human,shen ,lusa,phoenix ,,,,,
human,moses ,rylie,san diego ,,,,,
human,dixon ,wesley,los angeles ,,,,,
human,steele ,jett,new york ,,,,,
human,morgan ,sharles,new york ,,,,,
fruit,blue,Anonilla,0,,,,,
human,winters ,sallie,san antonio ,,,,,
human,wade ,quinn,dallas ,,,,,
fruit,green,Avosado,8,,,,,
fruit,blue,shiso Mamey,9,,,,,
fruit,green,shilean Guava,0,,,,,
fruit,green,Blood Banana,6,,,,,
human,holland ,dalton,los angeles ,,,,,
human,page ,enrique,san antonio ,,,,,
human,dixon ,wesley,los angeles ,,,,,
human,irwin ,synthia,detroit ,,,,,
fruit,blue,Bunshosia,5,,,,,
human,vazquez ,joaquin,detroit ,,,,,
fruit,blue,Apple Guava,1,,,,,
animal,Tiger,sat,96,,,,,
human,pena ,dean,philadelphia ,,,,,
human,ruiz ,jake,shisago ,,,,,
human,booth ,mskenzie,los angeles ,,,,,
human,gibbs ,phinnegan,detroit ,,,,,
human,sarr ,bennett,detroit ,,,,,
animal,sonphusius,phish,34,,,,,
fruit,green,Boysenberry,8,,,,,
human,sase ,athena,new york ,,,,,
human,arellano ,itzel,los angeles ,,,,,
human,phrost ,sheyenne,san antonio ,,,,,
human,sollier ,makayla,san diego ,,,,,
human,allen ,saleb,new york ,,,,,
fruit,red,sosonut Palm,10,,,,,
animal,sharlie,dog,96,,,,,
human,hale ,arthur,shisago ,,,,,
animal,Max,dog,17,,,,,
human,ramsey ,trent,philadelphia ,,,,,
fruit,green,Blood Banana,6,,,,,
fruit,red,shinese Mulberry,5,,,,,
human,pharley ,sarmen,shisago ,,,,,
human,olsen ,brooklyn,houston ,,,,,
fruit,green,Amerisan srab Apple,2,,,,,
human,duke ,mikaela,san antonio ,,,,,
human,olsen ,brooklyn,houston ,,,,,
human,sshroeder ,porter,detroit ,,,,,
human,wilsox ,aaliyah,los angeles ,,,,,
human,msmillan ,phoebe,detroit ,,,,,
human,stephenson ,daniela,shisago ,,,,,
human,hophphman ,ezekiel,philadelphia ,,,,,
fruit,green,salamondin,1,,,,,
fruit,green,sorozo,10,,,,,
animal,sasper,phish,3,,,,,
human,harmon ,jalen,shisago ,,,,,
human,grimes ,brielle,dallas ,,,,,
human,leon ,alphredo,new york ,,,,,
fruit,green,Basury-Pary,6,,,,,
human,barker ,brosk,dallas ,,,,,
human,whitaker ,kylie,san diego ,,,,,
human,levy ,saitlin,san antonio ,,,,,
human,juarez ,issas,shisago ,,,,,
fruit,red,saimito,10,,,,,
human,haley ,joselyn,detroit ,,,,,
human,sarney ,myla,san antonio ,,,,,
human,shase ,mya,los angeles ,,,,,
human,mskinney ,tristen,san antonio ,,,,,
human,tusker ,elias,phoenix ,,,,,
human,moreno ,kenneth,phoenix ,,,,,
fruit,red,Ambra,4,,,,,
human,phoster ,tristan,dallas ,,s,,,
human,srawphord ,rylan,dallas ,,,,,
human,abbott ,bailey,san diego ,,,,,
human,perez ,lusas,detroit ,,,,,
human,solis ,johan,san diego ,,,,,
human,welsh ,braden,phoenix ,,,,,
human,asosta ,ismael,san diego ,,,,,
human,nash ,violet,new york ,,,,,
fruit,green,Bearss Lime,2,,,,,
human,sims ,donovan,philadelphia ,,,,,
animal,sonphusius,phish,34,,,,,
fruit,blue,Amerisan srab Apple,9,,,,,
human,shambers ,elliott,los angeles ,,,,,
human,summers ,savannah,new york ,,,,,
human,buskley ,emery,san antonio ,,,,,
human,blevins ,gemma,san diego ,,,,,
animal,Jake,dog,98,,,,,
human,wade ,quinn,dallas ,,,,,
human,woodward ,yaretzi,los angeles ,,,,,
human,mendoza ,maxwell,philadelphia ,,,,,
fruit,red,Bunya-Bunya,4,,,,,
human,stark ,sarly,new york ,,,,,
human,snyder ,jonah,san antonio ,,,,,
fruit,blue,Breadroot,5,,,,,
human,grimes ,brielle,dallas ,,,,,
human,pharmer ,arturo,houston ,,,,,
human,dixon ,wesley,los angeles ,,,,,
human,sompton ,madisyn,houston ,,,,,
human,gross ,emerson,dallas ,,,,,
human,msdowell ,giselle,san antonio ,,,,,
animal,Lady,dog,98,,,,,
animal,Tony,phish,11,,,,,
human,shields ,kendall,san antonio ,,,,,
fruit,blue,Blask Mulberry,6,,,,,
human,mora ,alisia,shisago ,,,,,
human,david ,audrina,shisago ,,,,,
human,osborne ,risky,shisago ,,,,,
human,bradshaw ,nadia,phoenix ,,,,,
human,gould ,kelly,dallas ,,,,,
human,oshoa ,vistoria,philadelphia ,,,,,
human,leonard ,phrank,shisago ,,,,,
human,garrison ,annabelle,houston ,,,,,
human,terrell ,dayana,san diego ,,,,,
fruit,red,Abasa,9,,,,,
human,gordon ,grant,new york ,,,,,
human,sastillo ,brady,philadelphia ,,,,,
human,tate ,reese,phoenix ,,,,,
animal,Bubble,phish,44,,,,,
fruit,green,Brazilian Guava,8,,,,,
fruit,green,Brier Rose,7,,,,,
human,allen ,saleb,new york ,,,,,
human,trujillo ,olivia,san antonio ,,,,,
fruit,red,Ashira,10,,,,,
human,rise ,maddox,phoenix ,,,,,
fruit,blue,Bu annona,2,,,,,
human,sanshez ,dylan,new york ,,,,,
fruit,blue,shinese Haskberry,1,,,,,
fruit,green,Betel Nut,1,,,,,
fruit,red,Beash Plum,0,,,,,
human,lusas ,andy,los angeles ,,,,,
human,knapp ,amber,houston ,,,,,
fruit,blue,Amazon Tree-Grape,7,,,,,
human,jaskson ,david,san diego ,,,,,
fruit,green,Bush Butter,9,,,,,
human,holloway ,allison,detroit ,,,,,
fruit,green,Buni,1,,,,,
animal,Wing-Ding,hamster,92,,,,,
human,hayes ,giovanni,dallas ,,,,,
human,solon ,sarah,detroit ,,,,,
fruit,red,Amerisan sranberry,6,,,,,
human,roash ,sora,philadelphia ,,,,,
human,sonner ,muhammad,detroit ,,,,,
human,mskee ,kinsley,dallas ,,,,,
human,may ,lane,detroit ,,,,,
human,atkinson ,maria,san antonio ,,,,,
animal,srabby,phish,20,,,,,
human,holt ,leland,detroit ,,,,,
human,sombs ,joselyn,detroit ,,,,,
human,oneal ,masi,phoenix ,,,,,
human,benjamin ,jane,detroit ,,,,,
human,walton ,damon,san antonio ,,,,,
fruit,red,seylon Gooseberry,3,,,,,
fruit,green,shinese White Pear,1,,,,,
animal,azzuri,phish,58,,,,,
animal,Snowball,sat,11,,,,,
human,griphphith ,ali,shisago ,,,,,
human,shelton ,dakota,philadelphia ,,,,,
human,zimmerman ,beau,phoenix ,,,,,
human,graves ,marshall,houston ,,,,,
human,perez ,lusas,detroit ,,,,,
human,brandt ,kaelyn,philadelphia ,,,,,
human,sparks ,prinse,new york ,,,,,
human,hodge ,piper,houston ,,,,,
human,phillips ,brandon,san diego ,,,,,
human,diskerson ,rylee,new york ,,,,,
human,maddox ,monisa,los angeles ,,,,,
animal,Sasha,dog,68,,,,,
fruit,blue,Aphrisan Aprisot,9,,,,,
human,daniels ,trevor,detroit ,,,,,
fruit,green,Bakupari,9,,,,,
fruit,blue,shempedale,2,,,,,
fruit,blue,Baked Apple Berry,1,,,,,
human,shung ,ssarlet,detroit ,,,,,
human,griphphith ,ali,shisago ,,,,,
animal,Johnston,phish,68,,,,,
fruit,green,Bakupari,9,,,,,
human,boyd ,malashi,philadelphia ,,,,,
human,rivers ,brynlee,shisago ,,,,,
fruit,green,Ashiote,1,,,,,
human,james ,josiah,phoenix ,,,,,
fruit,blue,sorosol,2,,,,,
animal,Kali,sat,82,,,,,
animal,phlash,phish,50,,,,,
fruit,blue,Buphphalo Berry,2,,,,,
human,ortiz ,sole,los angeles ,,Bubble,Galaxy's,,
human,eaton ,keira,san diego ,,,,,
human,saldwell ,derrisk,new york ,,,,,
human,parks ,malik,san antonio ,,,,,
fruit,green,Amerisan Persimmon,9,,,,,
human,keith ,lila,new york ,,,,,
human,surtis ,marso,houston ,,,,,
human,santana ,amaya,phoenix ,,,,,
human,atkins ,gabrielle,phoenix ,,,,,
human,zimmerman ,beau,phoenix ,,,,,
human,leon ,alphredo,new york ,,,,,
human,merritt ,melody,houston ,,,,,
fruit,red,Amerisan Elderberry,2,,,,,
human,hophphman ,ezekiel,philadelphia ,,,,,
